Feb,Mar,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,2,6,,,,,,20,
,2,2,,,,,,3,
,2,4,,,,,,2,
,2,6,,,,,,11,
,9,1,,,,,,1,
,10,1,,,,,,8,
,2,1,,,,,,3,
,2,2,,,,,,3,
,3,3,,,,,,2,
,2,13,,,,,,10,
,2,1,,,,,,2,
,3,4,,,,,,2,
,1,6,,,,,,2,
,1,6,,,,,,3,
,1,4,,,,,,2,
,3,6,,,,,,2,
,2,2,,,,,,1,
,2,2,,,,,,10,
,3,4,,,,,,10,
,2,3,,,,,,7,
,1,1,,,,,,2,
,3,6,,,,,,6,
,1,3,,,,,,8,
,2,4,,,,,,8,
,15,2,,,,,,8,
,1,4,,,,,,10,
,1,2,,,,,,10,
,1,19,,,,,,1,
,10,1,,,,,,2,
,2,4,,,,,,10,
,2,2,,,,,,3,
,6,2,,,,,,11,
,1,6,,,,,,10,
,1,5,,,,,,13,
,10,3,,,,,,2,
,1,3,,,,,,2,
,1,4,,,,,,13,
,3,3,,,,,,8,
,1,4,,,,,,2,
,2,6,,,,,,2,
,10,1,,,,,,1,
,1,2,,,,,,2,
,1,3,,,,,,1,
,2,1,,,,,,8,
,1,2,,,,,,2,
,3,13,,,,,,2,
,3,15,,,,,,13,
,3,2,,,,,,1,
,2,3,,,,,,1,
,2,1,,,,,,2,
,2,3,,,,,,11,
,1,4,,,,,,1,
,2,11,,,,,,1,
,1,4,,,,,,2,
,1,4,,,,,,1,
,1,2,,,,,,1,
,1,4,,,,,,2,
,2,1,,,,,,2,
,2,2,,,,,,3,
,2,4,,,,,,1,
,2,3,,,,,,2,
,1,1,,,,,,11,
,8,3,,,,,,2,
,3,4,,,,,,1,
,2,2,,,,,,8,
,2,13,,,,,,3,
,3,2,,,,,,3,
,2,1,,,,,,2,
,10,4,,,,,,2,
,2,2,,,,,,1,
,2,2,,,,,,2,
,2,2,,,,,,2,
,3,6,,,,,,1,
,3,4,,,,,,13,
,3,1,,,,,,15,
,1,4,,,,,,2,
,,4,,,,,,3,
,,2,,,,,,1,
,,4,,,,,,3,
,,3,,,,,,1,
,,4,,,,,,2,
,,4,,,,,,8,
,,2,,,,,,13,
,,4,,,,,,3,
,,2,,,,,,2,
,,3,,,,,,3,
,,1,,,,,,10,
,,3,,,,,,2,
,,2,,,,,,1,
,,1,,,,,,3,
,,4,,,,,,10,
,,3,,,,,,3,
,,3,,,,,,2,
,,5,,,,,,2,
,,1,,,,,,1,
,,5,,,,,,2,
,,13,,,,,,2,
,,3,,,,,,2,
,,4,,,,,,10,
,,3,,,,,,2,
,,13,,,,,,2,
,,2,,,,,,1,
,,13,,,,,,3,
,,2,,,,,,3,
,,4,,,,,,13,
,,2,,,,,,6,
,,4,,,,,,1,
,,4,,,,,,6,
,,13,,,,,,3,
,,3,,,,,,3,
,,4,,,,,,3,
,,2,,,,,,2,
,,3,,,,,,2,
,,13,,,,,,1,
,,1,,,,,,11,
,,4,,,,,,2,
,,6,,,,,,8,
,,13,,,,,,1,
,,6,,,,,,2,
,,13,,,,,,13,
,,4,,,,,,3,
,,13,,,,,,2,
,,2,,,,,,1,
,,1,,,,,,2,
,,2,,,,,,1,
,,3,,,,,,3,
,,11,,,,,,1,
,,2,,,,,,2,
,,2,,,,,,1,
,,2,,,,,,10,
,,4,,,,,,2,
,,4,,,,,,1,
,,3,,,,,,8,
,,2,,,,,,2,
,,1,,,,,,2,
,,13,,,,,,6,
,,4,,,,,,8,
,,13,,,,,,13,
,,3,,,,,,2,
,,13,,,,,,3,
,,4,,,,,,3,
,,3,,,,,,10,
,,3,,,,,,1,
,,2,,,,,,11,
,,1,,,,,,3,
,,3,,,,,,1,
,,2,,,,,,8,
,,2,,,,,,11,
,,2,,,,,,2,
,,3,,,,,,1,
,,13,,,,,,10,
,,13,,,,,,13,
,,2,,,,,,2,
,,2,,,,,,2,
,,3,,,,,,2,
,,4,,,,,,2,
,,7,,,,,,1,
,,3,,,,,,3,
,,13,,,,,,3,
,,3,,,,,,2,
,,5,,,,,,1,
,,6,,,,,,3,
,,4,,,,,,2,
,,3,,,,,,3,
,,3,,,,,,10,
,,13,,,,,,3,
,,3,,,,,,2,
,,4,,,,,,1,
,,13,,,,,,2,
,,3,,,,,,2,
,,6,,,,,,2,
,,5,,,,,,2,
,,2,,,,,,2,
,,13,,,,,,13,
,,4,,,,,,2,
,,1,,,,,,2,
,,1,,,,,,3,
,,1,,,,,,2,
,,20,,,,,,2,
,,3,,,,,,2,
,,11,,,,,,2,
,,13,,,,,,8,
,,4,,,,,,1,
,,4,,,,,,1,
,,13,,,,,,3,
,,3,,,,,,8,
,,2,,,,,,1,
,,6,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,1,
,,4,,,,,,2,
,,3,,,,,,10,
,,3,,,,,,2,
,,4,,,,,,1,
,,2,,,,,,13,
,,5,,,,,,2,
,,11,,,,,,1,
,,4,,,,,,10,
,,6,,,,,,3,
,,3,,,,,,1,
,,4,,,,,,3,
,,3,,,,,,2,
,,1,,,,,,2,
,,3,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,3,
,,1,,,,,,13,
,,2,,,,,,1,
,,3,,,,,,11,
,,2,,,,,,8,
,,2,,,,,,1,
,,2,,,,,,3,
,,5,,,,,,2,
,,4,,,,,,2,
,,3,,,,,,2,
,,13,,,,,,3,
,,3,,,,,,1,
,,3,,,,,,13,
,,13,,,,,,1,
,,2,,,,,,2,
,,1,,,,,,2,
,,4,,,,,,3,
,,1,,,,,,3,
,,2,,,,,,11,
,,1,,,,,,10,
,,2,,,,,,10,
,,4,,,,,,2,
,,6,,,,,,13,
,,2,,,,,,3,
,,3,,,,,,2,
,,13,,,,,,2,
,,4,,,,,,2,
,,2,,,,,,1,
,,2,,,,,,1,
,,1,,,,,,2,
,,4,,,,,,8,
,,20,,,,,,2,
,,4,,,,,,2,
,,4,,,,,,3,
,,13,,,,,,1,
,,11,,,,,,1,
,,3,,,,,,3,
,,2,,,,,,8,
,,13,,,,,,3,
,,4,,,,,,10,
,,11,,,,,,1,
,,3,,,,,,1,
,,2,,,,,,2,
,,13,,,,,,2,
,,6,,,,,,10,
,,3,,,,,,2,
,,4,,,,,,1,
,,4,,,,,,20,
,,4,,,,,,1,
,,13,,,,,,2,
,,3,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,13,
,,4,,,,,,10,
,,4,,,,,,6,
,,3,,,,,,2,
,,6,,,,,,2,
,,4,,,,,,10,
,,4,,,,,,1,
,,19,,,,,,2,
,,3,,,,,,8,
,,13,,,,,,13,
,,4,,,,,,10,
,,4,,,,,,2,
,,4,,,,,,1,
,,3,,,,,,3,
,,1,,,,,,10,
,,2,,,,,,1,
,,3,,,,,,1,
,,3,,,,,,2,
,,3,,,,,,10,
,,2,,,,,,8,
,,3,,,,,,2,
,,3,,,,,,11,
,,15,,,,,,3,
,,2,,,,,,13,
,,4,,,,,,3,
,,4,,,,,,2,
,,2,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,1,
,,3,,,,,,2,
,,3,,,,,,3,
,,3,,,,,,8,
,,2,,,,,,2,
,,4,,,,,,2,
,,2,,,,,,1,
,,4,,,,,,2,
,,2,,,,,,10,
,,1,,,,,,13,
,,3,,,,,,2,
,,3,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,11,
,,3,,,,,,2,
,,2,,,,,,2,
,,3,,,,,,1,
,,3,,,,,,13,
,,13,,,,,,1,
,,4,,,,,,1,
,,1,,,,,,2,
,,1,,,,,,1,
,,1,,,,,,3,
,,3,,,,,,1,
,,1,,,,,,2,
,,4,,,,,,1,
,,13,,,,,,2,
,,2,,,,,,2,
,,2,,,,,,1,
,,2,,,,,,1,
,,4,,,,,,2,
,,3,,,,,,1,
,,2,,,,,,10,
,,3,,,,,,1,
,,3,,,,,,1,
,,4,,,,,,10,
,,4,,,,,,2,
,,2,,,,,,8,
,,1,,,,,,3,
,,3,,,,,,2,
,,4,,,,,,2,
,,2,,,,,,1,
,,2,,,,,,1,
,,13,,,,,,2,
,,2,,,,,,1,
,,13,,,,,,1,
,,19,,,,,,3,
,,13,,,,,,2,
,,13,,,,,,10,
,,6,,,,,,1,
,,13,,,,,,8,
,,5,,,,,,8,
,,3,,,,,,2,
,,6,,,,,,10,
,,4,,,,,,13,
,,4,,,,,,3,
,,2,,,,,,8,
,,3,,,,,,10,
,,2,,,,,,1,
,,4,,,,,,2,
,,4,,,,,,2,
,,3,,,,,,8,
,,4,,,,,,11,
,,4,,,,,,13,
,,4,,,,,,6,
,,6,,,,,,1,
,,13,,,,,,8,
,,13,,,,,,2,
,,1,,,,,,13,
,,15,,,,,,2,
,,2,,,,,,1,
,,2,,,,,,2,
,,2,,,,,,8,
,,5,,,,,,2,
,,13,,,,,,1,
,,5,,,,,,2,
,,2,,,,,,2,
,,3,,,,,,3,
,,4,,,,,,2,
,,4,,,,,,6,
,,3,,,,,,3,
,,18,,,,,,3,
,,1,,,,,,3,
,,1,,,,,,8,
,,13,,,,,,3,
,,4,,,,,,2,
,,4,,,,,,3,
,,13,,,,,,1,
,,3,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,1,
,,4,,,,,,2,
,,2,,,,,,10,
,,3,,,,,,2,
,,2,,,,,,2,
,,6,,,,,,2,
,,5,,,,,,2,
,,4,,,,,,3,
,,13,,,,,,13,
,,2,,,,,,2,
,,3,,,,,,11,
,,6,,,,,,3,
,,4,,,,,,2,
,,1,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,10,
,,1,,,,,,2,
,,3,,,,,,10,
,,2,,,,,,13,
,,1,,,,,,2,
,,6,,,,,,3,
,,3,,,,,,2,
,,11,,,,,,2,
,,1,,,,,,3,
,,2,,,,,,3,
,,4,,,,,,1,
,,4,,,,,,2,
,,2,,,,,,3,
,,4,,,,,,2,
,,13,,,,,,2,
,,3,,,,,,2,
,,13,,,,,,13,
,,13,,,,,,2,
,,3,,,,,,2,
,,13,,,,,,3,
,,2,,,,,,2,
,,2,,,,,,2,
,,13,,,,,,2,
,,3,,,,,,3,
,,1,,,,,,2,
,,1,,,,,,1,
,,19,,,,,,3,
,,2,,,,,,2,
,,4,,,,,,2,
,,4,,,,,,2,
,,4,,,,,,1,
,,13,,,,,,2,
,,4,,,,,,2,
,,2,,,,,,2,
,,2,,,,,,6,
,,4,,,,,,2,
,,2,,,,,,2,
,,13,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,2,
,,2,,,,,,10,
,,2,,,,,,1,
,,3,,,,,,10,
,,4,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,2,
,,2,,,,,,13,
,,4,,,,,,10,
,,2,,,,,,1,
,,3,,,,,,1,
,,13,,,,,,13,
,,1,,,,,,3,
,,4,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,11,
,,4,,,,,,2,
,,4,,,,,,6,
,,6,,,,,,2,
,,2,,,,,,11,
,,6,,,,,,8,
,,3,,,,,,13,
,,1,,,,,,1,
,,3,,,,,,10,
,,11,,,,,,11,
,,2,,,,,,2,
,,5,,,,,,20,
,,4,,,,,,8,
,,6,,,,,,3,
,,3,,,,,,2,
,,4,,,,,,13,
,,2,,,,,,8,
,,4,,,,,,2,
,,2,,,,,,2,
,,19,,,,,,3,
,,4,,,,,,3,
,,5,,,,,,1,
,,3,,,,,,1,
,,4,,,,,,8,
,,4,,,,,,1,
,,11,,,,,,2,
,,18,,,,,,8,
,,4,,,,,,8,
,,1,,,,,,11,
,,4,,,,,,10,
,,2,,,,,,2,
,,3,,,,,,3,
,,4,,,,,,1,
,,2,,,,,,11,
,,1,,,,,,13,
,,3,,,,,,2,
,,4,,,,,,3,
,,2,,,,,,2,
,,4,,,,,,10,
,,13,,,,,,2,
,,6,,,,,,1,
,,13,,,,,,10,
,,13,,,,,,13,
,,4,,,,,,3,
,,2,,,,,,8,
,,2,,,,,,10,
,,2,,,,,,2,
,,3,,,,,,3,
,,1,,,,,,2,
,,5,,,,,,3,
,,2,,,,,,20,
,,13,,,,,,10,
,,3,,,,,,10,
,,3,,,,,,2,
,,11,,,,,,3,
,,3,,,,,,2,
,,4,,,,,,6,
,,4,,,,,,1,
,,3,,,,,,6,
,,1,,,,,,13,
,,4,,,,,,1,
,,13,,,,,,3,
,,3,,,,,,7,
,,2,,,,,,8,
,,13,,,,,,2,
,,5,,,,,,8,
,,2,,,,,,1,
,,20,,,,,,3,
,,1,,,,,,10,
,,4,,,,,,2,
,,6,,,,,,10,
,,6,,,,,,13,
,,15,,,,,,1,
,,11,,,,,,2,
,,4,,,,,,2,
,,4,,,,,,2,
,,6,,,,,,8,
,,1,,,,,,3,
,,3,,,,,,3,
,,2,,,,,,8,
,,1,,,,,,2,
,,3,,,,,,15,
,,5,,,,,,2,
,,3,,,,,,1,
,,6,,,,,,2,
,,4,,,,,,3,
,,3,,,,,,3,
,,4,,,,,,13,
,,3,,,,,,2,
,,6,,,,,,2,
,,2,,,,,,2,
,,13,,,,,,2,
,,13,,,,,,6,
,,6,,,,,,2,
,,6,,,,,,1,
,,3,,,,,,2,
,,4,,,,,,1,
,,4,,,,,,10,
,,3,,,,,,13,
,,3,,,,,,3,
,,2,,,,,,2,
,,2,,,,,,11,
,,1,,,,,,8,
,,3,,,,,,8,
,,1,,,,,,1,
,,4,,,,,,10,
,,2,,,,,,2,
,,4,,,,,,1,
,,3,,,,,,2,
,,3,,,,,,2,
,,4,,,,,,2,
,,13,,,,,,7,
,,19,,,,,,6,
,,4,,,,,,2,
,,3,,,,,,8,
,,19,,,,,,2,
,,2,,,,,,6,
,,6,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,10,
,,1,,,,,,1,
,,3,,,,,,2,
,,4,,,,,,3,
,,4,,,,,,2,
,,1,,,,,,2,
,,4,,,,,,1,
,,3,,,,,,3,
,,3,,,,,,2,
,,2,,,,,,13,
,,1,,,,,,2,
,,3,,,,,,2,
,,1,,,,,,1,
,,4,,,,,,2,
,,1,,,,,,2,
,,7,,,,,,2,
,,11,,,,,,2,
,,1,,,,,,10,
,,2,,,,,,2,
,,3,,,,,,10,
,,6,,,,,,10,
,,3,,,,,,6,
,,1,,,,,,10,
,,2,,,,,,1,
,,3,,,,,,3,
,,2,,,,,,8,
,,6,,,,,,3,
,,4,,,,,,1,
,,13,,,,,,2,
,,13,,,,,,2,
,,1,,,,,,3,
,,13,,,,,,2,
,,4,,,,,,2,
,,2,,,,,,2,
,,2,,,,,,1,
,,3,,,,,,13,
,,2,,,,,,2,
,,11,,,,,,8,
,,6,,,,,,2,
,,3,,,,,,1,
,,4,,,,,,2,
,,2,,,,,,2,
,,3,,,,,,3,
,,6,,,,,,3,
,,2,,,,,,13,
,,4,,,,,,2,
,,13,,,,,,2,
,,4,,,,,,2,
,,3,,,,,,13,
,,2,,,,,,1,
,,4,,,,,,3,
,,6,,,,,,2,
,,3,,,,,,1,
,,4,,,,,,11,
,,3,,,,,,1,
,,15,,,,,,2,
,,2,,,,,,1,
,,1,,,,,,2,
,,3,,,,,,2,
,,6,,,,,,2,
,,5,,,,,,11,
,,4,,,,,,8,
,,1,,,,,,8,
,,4,,,,,,6,
,,3,,,,,,2,
,,3,,,,,,8,
,,6,,,,,,2,
,,18,,,,,,3,
,,1,,,,,,2,
,,2,,,,,,3,
,,2,,,,,,3,
,,2,,,,,,8,
,,20,,,,,,11,
,,1,,,,,,8,
,,3,,,,,,11,
,,6,,,,,,2,
,,4,,,,,,2,
,,4,,,,,,1,
,,4,,,,,,3,
,,4,,,,,,2,
,,5,,,,,,1,
,,1,,,,,,3,
,,3,,,,,,10,
,,4,,,,,,2,
,,2,,,,,,2,
,,3,,,,,,1,
,,3,,,,,,8,
,,2,,,,,,2,
,,13,,,,,,2,
,,6,,,,,,13,
,,4,,,,,,1,
,,3,,,,,,1,
,,4,,,,,,11,
,,4,,,,,,1,
,,3,,,,,,8,
,,4,,,,,,8,
,,4,,,,,,1,
,,4,,,,,,10,
,,2,,,,,,8,
,,13,,,,,,1,
,,2,,,,,,2,
,,3,,,,,,2,
,,13,,,,,,10,
,,1,,,,,,2,
,,1,,,,,,6,
,,4,,,,,,3,
,,2,,,,,,2,
,,3,,,,,,1,
,,4,,,,,,1,
,,3,,,,,,13,
,,4,,,,,,2,
,,5,,,,,,6,
,,5,,,,,,2,
,,2,,,,,,2,
,,1,,,,,,2,
,,4,,,,,,1,
,,11,,,,,,3,
,,4,,,,,,2,
,,6,,,,,,1,
,,4,,,,,,2,
,,4,,,,,,13,
,,4,,,,,,2,
,,13,,,,,,11,
,,4,,,,,,3,
,,4,,,,,,11,
,,3,,,,,,1,
,,13,,,,,,2,
,,2,,,,,,20,
,,3,,,,,,2,
,,3,,,,,,2,
,,5,,,,,,2,
,,3,,,,,,3,
,,13,,,,,,8,
,,13,,,,,,2,
,,2,,,,,,13,
,,2,,,,,,11,
,,3,,,,,,2,
,,2,,,,,,2,
,,13,,,,,,13,
,,4,,,,,,3,
,,4,,,,,,8,
,,4,,,,,,10,
,,1,,,,,,2,
,,5,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,2,
,,4,,,,,,2,
,,2,,,,,,2,
,,4,,,,,,2,
,,3,,,,,,11,
,,3,,,,,,1,
,,6,,,,,,13,
,,1,,,,,,2,
,,4,,,,,,13,
,,4,,,,,,2,
,,4,,,,,,1,
,,14,,,,,,2,
,,1,,,,,,2,
,,3,,,,,,2,
,,4,,,,,,13,
,,3,,,,,,2,
,,6,,,,,,1,
,,4,,,,,,11,
,,4,,,,,,2,
,,2,,,,,,3,
,,3,,,,,,2,
,,13,,,,,,11,
,,13,,,,,,6,
,,2,,,,,,1,
,,4,,,,,,6,
,,2,,,,,,1,
,,6,,,,,,2,
,,2,,,,,,2,
,,4,,,,,,8,
,,3,,,,,,3,
,,1,,,,,,20,
,,5,,,,,,2,
,,4,,,,,,8,
,,2,,,,,,13,
,,6,,,,,,3,
,,4,,,,,,2,
,,2,,,,,,3,
,,1,,,,,,8,
,,3,,,,,,2,
,,4,,,,,,11,
,,20,,,,,,10,
,,3,,,,,,1,
,,20,,,,,,1,
,,4,,,,,,6,
,,1,,,,,,10,
,,4,,,,,,1,
,,4,,,,,,2,
,,6,,,,,,2,
,,6,,,,,,1,
,,4,,,,,,8,
,,13,,,,,,1,
,,5,,,,,,2,
,,3,,,,,,8,
,,3,,,,,,1,
,,4,,,,,,2,
,,4,,,,,,2,
,,1,,,,,,2,
,,6,,,,,,3,
,,3,,,,,,2,
,,1,,,,,,2,
,,3,,,,,,2,
,,3,,,,,,3,
,,4,,,,,,2,
,,6,,,,,,2,
,,3,,,,,,11,
,,4,,,,,,3,
,,2,,,,,,13,
,,13,,,,,,13,
,,13,,,,,,13,
,,2,,,,,,11,
,,3,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,11,
,,6,,,,,,1,
,,3,,,,,,13,
,,13,,,,,,2,
,,11,,,,,,3,
,,4,,,,,,8,
,,2,,,,,,3,
,,2,,,,,,2,
,,5,,,,,,2,
,,1,,,,,,3,
,,4,,,,,,2,
,,5,,,,,,10,
,,13,,,,,,2,
,,4,,,,,,2,
,,2,,,,,,2,
,,6,,,,,,3,
,,5,,,,,,2,
,,3,,,,,,2,
,,3,,,,,,10,
,,3,,,,,,2,
,,3,,,,,,3,
,,1,,,,,,8,
,,4,,,,,,2,
,,1,,,,,,1,
,,3,,,,,,3,
,,4,,,,,,6,
,,2,,,,,,1,
,,6,,,,,,1,
,,2,,,,,,1,
,,3,,,,,,1,
,,3,,,,,,13,
,,3,,,,,,2,
,,2,,,,,,2,
,,4,,,,,,11,
,,3,,,,,,2,
,,3,,,,,,1,
,,2,,,,,,11,
,,13,,,,,,2,
,,6,,,,,,3,
,,4,,,,,,1,
,,2,,,,,,2,
,,6,,,,,,1,
,,4,,,,,,6,
,,2,,,,,,2,
,,4,,,,,,2,
,,11,,,,,,13,
,,6,,,,,,10,
,,3,,,,,,11,
,,4,,,,,,2,
,,2,,,,,,1,
,,4,,,,,,13,
,,3,,,,,,2,
,,3,,,,,,13,
,,4,,,,,,2,
,,2,,,,,,3,
,,2,,,,,,8,
,,4,,,,,,2,
,,4,,,,,,6,
,,4,,,,,,13,
,,3,,,,,,1,
,,4,,,,,,2,
,,4,,,,,,3,
,,2,,,,,,1,
,,4,,,,,,6,
,,2,,,,,,1,
,,2,,,,,,2,
,,3,,,,,,2,
,,1,,,,,,8,
,,2,,,,,,1,
,,4,,,,,,1,
,,5,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,3,
,,1,,,,,,3,
,,2,,,,,,3,
,,1,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,3,
,,1,,,,,,10,
,,11,,,,,,2,
,,2,,,,,,2,
,,3,,,,,,13,
,,13,,,,,,8,
,,2,,,,,,8,
,,2,,,,,,1,
,,3,,,,,,13,
,,1,,,,,,2,
,,6,,,,,,1,
,,2,,,,,,1,
,,6,,,,,,2,
,,1,,,,,,1,
,,3,,,,,,2,
,,3,,,,,,8,
,,6,,,,,,2,
,,2,,,,,,3,
,,6,,,,,,2,
,,13,,,,,,2,
,,13,,,,,,10,
,,13,,,,,,2,
,,2,,,,,,3,
,,4,,,,,,10,
,,4,,,,,,3,
,,4,,,,,,2,
,,2,,,,,,1,
,,3,,,,,,2,
,,13,,,,,,1,
,,4,,,,,,2,
,,3,,,,,,11,
,,3,,,,,,2,
,,2,,,,,,6,
,,11,,,,,,2,
,,3,,,,,,2,
,,1,,,,,,8,
,,4,,,,,,2,
,,2,,,,,,13,
,,6,,,,,,2,
,,4,,,,,,2,
,,2,,,,,,2,
,,11,,,,,,8,
,,13,,,,,,2,
,,5,,,,,,2,
,,2,,,,,,2,
,,13,,,,,,1,
,,13,,,,,,11,
,,1,,,,,,2,
,,3,,,,,,2,
,,4,,,,,,11,
,,2,,,,,,1,
,,2,,,,,,3,
,,13,,,,,,2,
,,3,,,,,,10,
,,5,,,,,,13,
,,3,,,,,,3,
,,2,,,,,,10,
,,4,,,,,,2,
,,3,,,,,,13,
,,13,,,,,,10,
,,2,,,,,,2,
,,4,,,,,,2,
,,4,,,,,,1,
,,6,,,,,,2,
,,13,,,,,,13,
,,2,,,,,,2,
,,1,,,,,,3,
,,2,,,,,,2,
,,6,,,,,,2,
,,2,,,,,,8,
,,1,,,,,,10,
,,2,,,,,,10,
,,3,,,,,,2,
,,4,,,,,,2,
,,3,,,,,,2,
,,19,,,,,,15,
,,4,,,,,,2,
,,6,,,,,,6,
,,3,,,,,,7,
,,3,,,,,,2,
,,13,,,,,,2,
,,13,,,,,,3,
,,5,,,,,,10,
,,4,,,,,,10,
,,2,,,,,,13,
,,4,,,,,,1,
,,13,,,,,,2,
,,6,,,,,,1,
,,15,,,,,,11,
,,7,,,,,,3,
,,3,,,,,,6,
,,5,,,,,,2,
,,4,,,,,,2,
,,3,,,,,,10,
,,13,,,,,,2,
,,3,,,,,,2,
,,4,,,,,,8,
,,1,,,,,,3,
,,13,,,,,,8,
,,1,,,,,,11,
,,3,,,,,,2,
,,4,,,,,,3,
,,1,,,,,,2,
,,1,,,,,,2,
,,3,,,,,,2,
,,6,,,,,,11,
,,4,,,,,,2,
,,4,,,,,,2,
,,4,,,,,,10,
,,2,,,,,,11,
,,2,,,,,,2,
,,2,,,,,,1,
,,3,,,,,,2,
,,2,,,,,,10,
,,2,,,,,,2,
,,4,,,,,,1,
,,5,,,,,,10,
,,2,,,,,,13,
,,3,,,,,,13,
,,4,,,,,,2,
,,4,,,,,,13,
,,3,,,,,,1,
,,13,,,,,,2,
,,3,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,1,
,,4,,,,,,2,
,,4,,,,,,2,
,,1,,,,,,6,
,,2,,,,,,13,
,,1,,,,,,2,
,,1,,,,,,11,
,,3,,,,,,13,
,,2,,,,,,2,
,,1,,,,,,2,
,,3,,,,,,3,
,,13,,,,,,2,
,,4,,,,,,2,
,,11,,,,,,2,
,,6,,,,,,2,
,,3,,,,,,2,
,,3,,,,,,11,
,,3,,,,,,10,
,,6,,,,,,2,
,,6,,,,,,8,
,,2,,,,,,3,
,,3,,,,,,2,
,,3,,,,,,2,
,,1,,,,,,3,
,,4,,,,,,10,
,,6,,,,,,2,
,,2,,,,,,2,
,,1,,,,,,1,
,,2,,,,,,1,
,,4,,,,,,1,
,,2,,,,,,2,
,,2,,,,,,3,
,,4,,,,,,1,
,,4,,,,,,2,
,,2,,,,,,13,
,,4,,,,,,11,
,,4,,,,,,8,
,,4,,,,,,2,
,,4,,,,,,3,
,,4,,,,,,20,
,,4,,,,,,1,
,,4,,,,,,3,
,,4,,,,,,3,
,,6,,,,,,3,
,,2,,,,,,3,
,,3,,,,,,1,
,,13,,,,,,20,
,,3,,,,,,10,
,,3,,,,,,2,
,,11,,,,,,2,
,,4,,,,,,2,
,,3,,,,,,2,
,,4,,,,,,8,
,,3,,,,,,2,
,,3,,,,,,2,
,,13,,,,,,3,
,,4,,,,,,1,
,,2,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,2,
,,2,,,,,,2,
,,1,,,,,,3,
,,2,,,,,,2,
,,4,,,,,,6,
,,3,,,,,,2,
,,13,,,,,,2,
,,1,,,,,,2,
,,4,,,,,,13,
,,2,,,,,,13,
,,2,,,,,,2,
,,6,,,,,,10,
,,1,,,,,,1,
,,6,,,,,,2,
,,4,,,,,,2,
,,3,,,,,,2,
,,4,,,,,,2,
,,2,,,,,,3,
,,2,,,,,,2,
,,4,,,,,,8,
,,3,,,,,,2,
,,3,,,,,,2,
,,3,,,,,,2,
,,2,,,,,,1,
,,13,,,,,,3,
,,4,,,,,,3,
,,4,,,,,,10,
,,3,,,,,,1,
,,3,,,,,,1,
,,2,,,,,,10,
,,3,,,,,,8,
,,3,,,,,,2,
,,11,,,,,,2,
,,4,,,,,,13,
,,3,,,,,,2,
,,3,,,,,,6,
,,3,,,,,,2,
,,6,,,,,,13,
,,3,,,,,,2,
,,3,,,,,,8,
,,2,,,,,,2,
,,3,,,,,,13,
,,2,,,,,,1,
,,11,,,,,,2,
,,13,,,,,,2,
,,6,,,,,,10,
,,2,,,,,,8,
,,2,,,,,,2,
,,13,,,,,,20,
,,5,,,,,,3,
,,4,,,,,,2,
,,6,,,,,,1,
,,5,,,,,,13,
,,3,,,,,,2,
,,2,,,,,,2,
,,3,,,,,,8,
,,5,,,,,,2,
,,2,,,,,,2,
,,1,,,,,,1,
,,6,,,,,,13,
,,6,,,,,,2,
,,3,,,,,,1,
,,2,,,,,,2,
,,4,,,,,,8,
,,2,,,,,,2,
,,2,,,,,,3,
,,3,,,,,,10,
,,2,,,,,,1,
,,4,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,1,
,,3,,,,,,2,
,,3,,,,,,2,
,,3,,,,,,8,
,,6,,,,,,10,
,,5,,,,,,10,
,,3,,,,,,1,
,,4,,,,,,3,
,,6,,,,,,10,
,,4,,,,,,3,
,,1,,,,,,3,
,,2,,,,,,2,
,,15,,,,,,2,
,,2,,,,,,1,
,,1,,,,,,2,
,,1,,,,,,2,
,,2,,,,,,3,
,,13,,,,,,3,
,,4,,,,,,1,
,,3,,,,,,13,
,,11,,,,,,6,
,,1,,,,,,1,
,,13,,,,,,8,
,,2,,,,,,1,
,,3,,,,,,3,
,,13,,,,,,2,
,,3,,,,,,2,
,,3,,,,,,1,
,,1,,,,,,11,
,,2,,,,,,3,
,,4,,,,,,1,
,,11,,,,,,1,
,,6,,,,,,2,
,,4,,,,,,2,
,,4,,,,,,1,
,,4,,,,,,2,
,,13,,,,,,1,
,,3,,,,,,1,
,,6,,,,,,3,
,,3,,,,,,1,
,,19,,,,,,3,
,,1,,,,,,2,
